Employee_Id,Name,Age,Salary,Department,Email,Join_Date,City,Performance_Score
962,Timothy Bailey,53.0,74937.29,Sales,ryanjay@miranda.net,2022-12-10 00:00:00,Utrecht,3.88
11,Sharon Berry,50.0,48048.73,Marketing,valentinejeremy@yahoo.com,2018-09-13 00:00:00,Utrecht,4.37
502,Bruce Hernandez,59.0,55397.33,Sales,anthonysnyder@hampton.biz,2025-04-23 00:00:00,Amsterdam,1.69
524,Douglas Sullivan,61.0,63558.98,It,alyssa80@dean-williams.net,2026-03-14 00:00:00,Amsterdam,4.78
662,Whitney Obrien,51.0,46797.12,Sales,fkane@ferguson.biz,2021-01-02 00:00:00,Amsterdam,3.5
71,Jacob Mcdaniel,35.0,60420.93,Finance,rortega@gregory.biz,2023-06-27 00:00:00,The Hague,1.58
885,Robert Mays,25.0,65228.37,Marketing,burkeabigail@yahoo.com,2024-11-19 00:00:00,Amsterdam,1.82
627,Heather Thomas,64.0,40155.93,It,bryan43[at]yahoo.com,2022-05-25 00:00:00,The Hague,3.44
262,Thomas Yang,62.0,54107.12,Marketing,david14[at]gmail.com,2023-04-12 00:00:00,The Hague,3.25
362,Joseph Hamilton,42.0,77991.08,Sales,stephaniewalls@garcia.com,2020-03-15 00:00:00,Utrecht,3.36
399,Janice Norris,33.0,53281.9,Finance,weissjamie@gmail.com,2018-12-05 00:00:00,Rotterdam,2.84
343,Stephanie Washington,52.0,58674.5,Sales,lkemp@hammond-walker.net,2022-12-20 00:00:00,Amsterdam,2.38
437,Christopher Wilson,32.0,79429.23,Hr,pquinn@gibson.com,2021-08-20 12:00:00,The Hague,2.96
531,Mark Yates,19.0,64578.89,Finance,davidwilliams@blevins.net,2022-12-21 00:00:00,Utrecht,1.62
333,Kimberly Bishop,22.0,56137.07,It,egonzalez@gmail.com,2023-01-02 00:00:00,The Hague,1.27
140,Ronald Payne,37.0,36537.04,Marketing,james36@sullivan.com,2026-04-10 00:00:00,Rotterdam,4.17
882,John Cisneros,40.0,47036.97,Finance,olewis@thomas-green.org,2024-06-11 00:00:00,The Hague,1.11
760,Zachary Richard,41.0,65504.65,Hr,robertlowe@king.com,2024-10-14 00:00:00,Eindhoven,1.73
313,Tammy Lam,51.0,67381.25,Marketing,xwest@moore-walls.biz,2017-04-06 00:00:00,Amsterdam,4.49
925,Dana Moon,55.0,72925.7,Hr,averyamanda@yahoo.com,2019-07-20 00:00:00,Amsterdam,3.91
EMP-142,Michael Johnson,44.0,74607.14,Sales,rowlandjose@little.com,2017-10-24 00:00:00,Amsterdam,2.8
876,Nicholas Neal,18.0,81918.37,Marketing,lewismonica@lopez.info,2025-09-12 00:00:00,The Hague,4.87
756,Ashley Shelton,44.0,94485.73,Marketing,james21@hotmail.com,2018-09-03 00:00:00,Utrecht,1.59
718,Amy Webb,55.0,57254.53,Sales,medinarachel@christensen.com,2018-03-04 00:00:00,Amsterdam,3.58
949,Lisa Cline,37.0,54316.21,Hr,atkinsjason@wong.com,2019-04-21 00:00:00,Rotterdam,4.12
89,Donald Ellis,52.0,47053.6,Marketing,basskenneth@yahoo.com,2026-04-11 00:00:00,Amsterdam,1.4
843,Lisa Davis,44.0,38159.17,It,ekim@lopez.org,2020-10-28 00:00:00,Rotterdam,2.91
306,Michael Joseph,44.0,56759.91,Sales,erikastanley@davis.com,2021-10-11 00:00:00,Amsterdam,4.73
311,Dustin Adams,28.0,51734.78,Marketing,sierravalencia@gmail.com,2021-10-08 00:00:00,Eindhoven,1.73
860,Jeffery Santos,42.0,64493.98,Marketing,michaelafuller@hotmail.com,2021-07-01 00:00:00,Amsterdam,4.89
452,Paula Garcia,29.0,69327.13,Hr,doughertyjennifer@gmail.com,2026-04-23 00:00:00,Amsterdam,1.47
97,Chase Johnson,59.0,59441.8,Marketing,umorris@hotmail.com,2021-05-28 00:00:00,Eindhoven,4.55
815,Don Hunter,39.0,70477.67,Marketing,martinezamanda@fischer-harrington.com,2016-10-11 00:00:00,Amsterdam,4.1
793,Samuel Clark,42.0,59073.68,Marketing,thomashammond@martin-chan.org,2017-06-02 00:00:00,Amsterdam,4.83
31,Gregory Mullins,39.0,45974.4,Sales,jonathan44@gmail.com,2024-07-22 00:00:00,Amsterdam,3.04
159,John Brown,29.0,37130.45,Marketing,katherine29@harper-snyder.com,2024-01-08 00:00:00,Amsterdam,3.72
689,Lauren Hoffman,42.0,65664.4,Hr,nicholasmccall@walsh-bruce.net,2019-02-23 00:00:00,Eindhoven,1.23
55,Julie Garcia,42.0,70464.99,It,michael43@berry.org,2025-07-28 00:00:00,The Hague,3.12
24,Thomas Parker,36.0,33628.78,Sales,payneleonard@gmail.com,2022-06-02 00:00:00,Amsterdam,3.12
612,William Miller,25.0,54166.23,Hr,henryyoung@hotmail.com,2023-10-22 00:00:00,Eindhoven,2.89
740,Kristin Harris,43.0,70215.55,Finance,urivera@hotmail.com,2024-09-23 00:00:00,Eindhoven,1.29
645,Ronald Kim,63.0,51313.85,Finance,gonzalezhenry@yahoo.com,2022-10-25 00:00:00,Utrecht,2.03
634,Jonathan Rodriguez,51.0,48596.78,Marketing,vwebb@gmail.com,2025-05-10 00:00:00,Utrecht,3.34
602,David Johnson,23.0,55397.33,Hr,samanthagonzales@hicks-weber.com,2020-12-12 00:00:00,Amsterdam,4.01
179,Monica Holt,19.0,51030.15,Sales,lalexander@mclaughlin.info,2021-08-20 12:00:00,Rotterdam,3.96
4,Destiny Reeves,58.0,77845.45,Sales,gregory77@yahoo.com,2016-08-22 00:00:00,Amsterdam,1.18
278,Robert Peters,28.0,45996.75,Sales,benjamin58@hotmail.com,2021-08-20 12:00:00,Amsterdam,2.74
594,Edward Vazquez,20.0,60004.93,Finance,millerrobin@armstrong.com,2024-06-21 00:00:00,Amsterdam,2.44
293,Kevin Schneider,54.0,46159.53,It,justinbrewer@mitchell.com,2017-09-19 00:00:00,The Hague,3.55
299,Adam Lewis,45.0,67192.93,Finance,stewartdave@alvarez.com,2026-02-01 00:00:00,Amsterdam,2.91
817,Kathleen Miller,36.0,59005.75,It,whitepatrick@roberts.com,2019-02-22 00:00:00,Amsterdam,1.72
874,Daniel Johnson,58.0,44036.05,Finance,ricardo10@gmail.com,2020-08-21 00:00:00,Rotterdam,2.06
EMP-211,Michael Sims,62.0,63563.36,Finance,riosroberto@nichols.biz,2020-01-26 00:00:00,Amsterdam,3.35
459,Brittany Mcintosh,41.0,46695.26,Sales,darrell74@brown.com,2019-05-03 00:00:00,The Hague,1.1
924,Jason Cox,36.0,44498.19,Hr,jacobjohnson@allen.com,2024-06-19 00:00:00,Rotterdam,2.91
933,Patrick Garcia,64.0,33279.79,Marketing,huntercrane@flores.com,2026-02-07 00:00:00,Eindhoven,3.52
479,Lori Hernandez,54.0,101183.21,It,ramirezjames@hotmail.com,2025-02-06 00:00:00,Amsterdam,1.32
406,Alan Durham,42.0,64342.75,Hr,kimberly08@williams.com,2017-08-18 00:00:00,Utrecht,4.1
64,Brittney Ayala,54.0,37056.9,Finance,angelacox@gmail.com,2016-12-23 00:00:00,Amsterdam,2.61
320,Heidi Hood,43.0,53047.85,Sales,hollowayshannon@yahoo.com,2022-09-08 00:00:00,Amsterdam,4.03
469,Shari Burke,44.0,47042.48,Hr,cynthia20@yahoo.com,2023-08-19 00:00:00,Eindhoven,1.26
101,Jared Rivera,32.0,33769.44,Sales,atucker@gmail.com,2017-08-11 00:00:00,The Hague,3.45
337,Rebecca Phillips,28.0,42617.54,Sales,oflores@yahoo.com,2021-08-20 12:00:00,Rotterdam,3.68
451,Ms. Alexis Fields,45.0,54059.81,It,paynekimberly@yahoo.com,2022-08-23 00:00:00,The Hague,2.42
409,David Patel,41.0,56804.43,Marketing,shelleybrown@wilkinson-park.biz,2023-10-13 00:00:00,Rotterdam,3.62
108,Emily Simpson,57.0,57618.67,Marketing,alexshaffer@sims-martin.com,2021-05-04 00:00:00,Amsterdam,1.97
169,Ashley Santana,18.0,51319.18,Hr,lucerojennifer@johnson-clark.com,2023-06-02 00:00:00,Utrecht,2.21
40,Justin Brewer,46.0,57952.92,Marketing,ngriffin@richardson.com,2022-05-13 00:00:00,The Hague,2.78
199,Monica George,42.0,55873.13,It,john28@hotmail.com,2023-08-20 00:00:00,Rotterdam,3.72
238,Mary Miller,22.0,55397.33,Sales,jli@wu.com,2021-08-20 12:00:00,Eindhoven,3.03
576,Christopher Butler Jr.,33.0,21832.97,Marketing,gelliott@yahoo.com,2019-08-29 00:00:00,Amsterdam,4.32
193,Amy Cunningham,57.0,58211.41,Sales,richardking@jones.net,2017-05-31 00:00:00,Amsterdam,2.49
705,Rhonda Martinez,39.0,31650.56,Sales,nmiller@hotmail.com,2023-02-25 00:00:00,Amsterdam,2.93
724,Timothy Ritter,24.0,55397.33,Sales,alexismoore@clay.com,2023-11-05 00:00:00,Amsterdam,1.39
67,Robin Anderson,39.0,53919.85,Sales,wgreen@benson.com,2026-02-24 00:00:00,Amsterdam,2.98
68,Lucas Church,34.0,70052.99,Sales,erika42@duffy.com,2017-04-01 00:00:00,Amsterdam,3.63
921,Maria Howard,20.0,71104.48,Marketing,parkerelizabeth@gmail.com,2019-02-28 00:00:00,Amsterdam,3.21
498,Linda Lopez,39.0,52144.92,Finance,patelcharles@hotmail.com,2019-01-01 00:00:00,Rotterdam,2.91
214,Whitney Thompson,29.0,64770.87,It,michael77@young.com,2016-11-14 00:00:00,Rotterdam,4.19
831,Michelle Wilson,39.0,34833.24,Hr,frederickkennedy@yahoo.com,2020-12-11 00:00:00,The Hague,3.38
835,Tanya Lynch,60.0,54479.73,Sales,nicoleodom@moore-olson.com,2024-04-11 00:00:00,Amsterdam,1.97
650,Connie Roberts,52.0,65443.1,It,saradixon@yahoo.com,2021-09-11 00:00:00,Rotterdam,3.9
351,Angela Young,57.0,59663.61,Sales,butlerseth@yahoo.com,2025-10-30 00:00:00,Rotterdam,3.27
862,Aaron Rodriguez,32.0,32263.84,Finance,brianparsons@graves-baker.info,2017-12-27 00:00:00,The Hague,1.81
603,Johnny Brown,37.0,68044.09,Marketing,eschultz@yahoo.com,2021-04-08 00:00:00,Utrecht,3.05
878,Nicole Henderson,40.0,58356.82,Sales,ramirezrobert@gmail.com,2026-05-06 00:00:00,The Hague,1.62
788,Oscar Hill,18.0,61887.7,Hr,tmiller@garrett.com,2021-12-26 00:00:00,Utrecht,4.89
245,Victoria Deleon,63.0,36995.55,Finance,denise28@duke-murray.net,2023-08-04 00:00:00,Amsterdam,2.28
746,Sandra Mitchell,25.0,44113.84,Marketing,gregorywhite@hammond.com,2022-08-31 00:00:00,The Hague,3.29
309,Anita Hess,60.0,63206.46,It,lopezmark@gmail.com,2023-09-13 00:00:00,The Hague,2.07
707,April Reyes,26.0,35793.56,Hr,cooksarah@austin.net,2018-07-25 00:00:00,Amsterdam,1.95
405,Sheila Estes,47.0,48249.02,Sales,lcraig@wolfe.com,2022-11-05 00:00:00,Rotterdam,1.28
3,Kevin Boyd,24.0,64715.33,Sales,wrightjessica@richardson-marshall.com,2023-08-16 00:00:00,Utrecht,4.23
431,Natasha Howell,64.0,37251.12,Marketing,thompsonbrett@gmail.com,2020-12-10 00:00:00,Rotterdam,2.67
545,Jeffrey Fisher,28.0,17925.33,Hr,lindseyjackson@gmail.com,2022-07-03 00:00:00,The Hague,3.45
771,Katherine Sanchez,30.0,65616.28,Marketing,joshuamcdonald@hotmail.com,2019-11-16 00:00:00,Eindhoven,3.2
345,Marvin Gallegos,22.0,47934.43,Hr,davidharris@hernandez-bernard.info,2020-08-13 00:00:00,Utrecht,2.43
980,Kenneth Barnes,58.0,66406.22,Sales,timothy87@reese.com,2021-08-20 12:00:00,Eindhoven,1.33
785,Melissa Hull,47.0,63396.86,Marketing,richardmcgrath@hotmail.com,2025-12-06 00:00:00,Rotterdam,2.19
484,Joseph Bridges,55.0,58051.95,Marketing,courtneyforbes@yahoo.com,2021-12-02 00:00:00,Utrecht,4.13
916,Daniel Dodson,61.0,59185.32,Marketing,albertmartin@cline.com,2017-12-10 00:00:00,The Hague,4.08
358,Marissa Guzman,58.0,55397.33,Marketing,sgriffin@smith.com,2024-10-05 00:00:00,Amsterdam,1.87
558,Tony Owens,25.0,48511.63,Finance,monroewillie@hotmail.com,2021-09-20 00:00:00,Amsterdam,1.4
586,Matthew Melendez,36.0,58723.31,Finance,walkerfaith@riddle.org,2025-10-02 00:00:00,Eindhoven,4.78
722,Jacob Johnston,50.0,29347.47,Finance,harrisjessica@lane-perry.com,2023-06-28 00:00:00,Rotterdam,1.24
965,Megan Floyd,52.0,53653.96,Sales,jamesthomas@yahoo.com,2018-02-08 00:00:00,Rotterdam,1.27
881,Donna Scott,37.0,92903.99,Marketing,crystal98@ali.info,2021-12-25 00:00:00,Eindhoven,1.38
219,Caitlin Leblanc Md,49.0,47719.55,Hr,heatherflynn@hamilton-burns.com,2019-08-10 00:00:00,Amsterdam,4.46
360,Angela Brown,42.0,42591.54,Sales,steven64@gmail.com,2017-07-04 00:00:00,The Hague,3.74
754,Brooke Lawson,45.0,70804.63,Hr,lindseymullins@drake.com,2025-01-09 00:00:00,Amsterdam,2.08
548,Amy Ochoa,45.0,51954.32,Sales,thomaswall@mitchell.net,2021-08-20 12:00:00,Eindhoven,1.17
248,Kathryn Rollins,44.0,55397.33,It,moodyrobin@willis.com,2020-06-08 00:00:00,Amsterdam,2.91
768,Kristy Davis,29.0,81562.01,Sales,valdezjenny@jacobs.info,2017-09-02 00:00:00,Amsterdam,3.12
903,James Maddox,53.0,55431.17,It,erinmueller@yahoo.com,2016-11-15 00:00:00,Amsterdam,1.94
107,Sarah Brown,45.0,55397.33,Sales,wwilkerson@webster.com,2016-12-31 00:00:00,Eindhoven,3.84
988,Justin Durham,44.0,68160.43,It,manningmario@gmail.com,2018-07-10 00:00:00,Amsterdam,1.66
56,Benjamin Stevenson,34.0,68969.2,Marketing,anna78@hotmail.com,2021-09-16 00:00:00,The Hague,4.8
121,Nicole Smith,65.0,66865.48,Hr,gcunningham@garcia.com,2019-10-26 00:00:00,Eindhoven,4.62
801,Shelly Tapia,33.0,69074.26,Marketing,travis53@macias.com,2017-04-22 00:00:00,The Hague,3.14
26,Elizabeth Gibson,21.0,56663.84,Finance,brooke93@gmail.com,2021-08-20 12:00:00,Rotterdam,3.55
73,Kathryn Ochoa,52.0,54462.61,It,medinamichael@moore.com,2022-12-05 00:00:00,Rotterdam,3.29
210,Robert Austin,57.0,112790.97,Marketing,martinezbrandon@rubio-castillo.biz,2023-08-05 00:00:00,Utrecht,4.86
45,Patrick Mclaughlin,57.0,32822.17,Finance,waterssierra@perez.info,2024-10-22 00:00:00,Amsterdam,3.57
315,Cynthia Smith,28.0,74582.18,Finance,lesliehoward@horn-wu.org,2024-09-26 00:00:00,Utrecht,1.2
867,Sonya Howard,24.0,59287.98,Sales,huntshannon@calderon.com,2022-01-16 00:00:00,Rotterdam,1.68
654,William Horton,62.0,38402.11,Sales,moorelydia@arias-estrada.info,2021-04-25 00:00:00,Eindhoven,1.04
329,Ellen White,42.0,64361.8,Sales,gregorytiffany@johnson-davis.info,2022-02-25 00:00:00,The Hague,1.22
926,Faith Mccarty,32.0,32152.2,Marketing,vtanner@harris.info,2023-05-10 00:00:00,The Hague,3.93
352,Christina Simmons,20.0,77130.34,Finance,jenniferrodriguez@yahoo.com,2021-08-08 00:00:00,Rotterdam,1.17
957,Penny Obrien,42.0,60140.88,Marketing,glenda52@powers-lopez.biz,2023-12-13 00:00:00,Rotterdam,4.24
636,Shawn Washington,65.0,30177.15,Marketing,calvincole@jackson.com,2023-07-08 00:00:00,The Hague,4.41
715,Brandon Shannon,65.0,54435.48,Finance,lisasmith@curry.info,2018-03-17 00:00:00,Amsterdam,2.91
371,Victoria Morales,22.0,55367.65,Marketing,irice@gmail.com,2023-06-24 00:00:00,The Hague,2.39
686,Trevor Reyes,45.0,65694.98,Finance,woodschad@gmail.com,2017-12-29 00:00:00,Utrecht,2.91
811,Manuel Jefferson,54.0,52196.93,Marketing,keith30@yahoo.com,2022-10-16 00:00:00,Amsterdam,2.26
539,Katie Nelson,55.0,70094.39,Marketing,debra11@hotmail.com,2016-10-23 00:00:00,Amsterdam,1.62
465,Debra Bass,46.0,53315.08,It,sergio32@jones.com,2017-11-28 00:00:00,Amsterdam,4.24
999,Michelle Miller,47.0,46432.32,Finance,greghogan@wall.com,2026-04-13 00:00:00,Eindhoven,2.84
363,David Shepherd,48.0,53368.6,Sales,allenkatie@gmail.com,2017-12-06 00:00:00,The Hague,2.63
544,Erin Guerra,37.0,76623.53,Marketing,birdjulie@yahoo.com,2018-05-03 00:00:00,The Hague,2.41
618,Ryan Franklin,56.0,65886.5,Sales,koliver@yahoo.com,2019-12-28 00:00:00,Utrecht,1.94
61,Danielle Garner,57.0,47812.39,Sales,tclark@davis.org,2025-07-02 00:00:00,Rotterdam,2.06
842,Christopher Phillips,34.0,65122.29,Sales,mileswalter@gmail.com,2022-07-29 00:00:00,Rotterdam,2.56
225,Julie Davidson,50.0,47921.02,Marketing,lisa36@cantrell.biz,2020-08-06 00:00:00,Eindhoven,4.68
93,Vernon Johns,29.0,44469.2,Sales,steven02[at]navarro-salazar.com,2017-02-24 00:00:00,The Hague,2.3
635,John Morgan,44.0,39818.43,Hr,jvega@goodwin-richard.com,2023-06-11 00:00:00,Eindhoven,1.52
382,Debra Gonzalez,33.0,46009.11,Sales,lopezfred@gmail.com,2019-04-18 00:00:00,Amsterdam,1.6
507,Brianna Howard,51.0,46114.09,Hr,kmolina@drake.com,2019-08-24 00:00:00,Amsterdam,3.39
694,Andrea Wallace,28.0,64239.03,Marketing,hensonnatalie@mccann-ramirez.net,2020-05-19 00:00:00,Amsterdam,3.91
875,Wayne Smith,37.0,54503.1,Marketing,apratt@gmail.com,2022-12-22 00:00:00,The Hague,1.49
854,Richard Griffin,43.0,72835.25,Marketing,charvey@gmail.com,2021-08-20 12:00:00,Amsterdam,2.88
973,Kenneth Johnson,65.0,67609.65,Hr,cassandracarpenter@carr-hicks.org,2022-08-07 00:00:00,Amsterdam,3.34
632,Robert Taylor,56.0,77943.25,It,bbarnes@caldwell.com,2017-09-06 00:00:00,Amsterdam,3.29
347,Daniel Burns,32.0,33278.73,Marketing,monroeashley@johnson.com,2017-12-03 00:00:00,Rotterdam,3.72
353,Brad Robinson,20.0,67864.89,Marketing,obeltran@yahoo.com,2018-03-03 00:00:00,The Hague,3.53
276,Curtis Garcia,55.0,61931.55,Sales,baileymartin@gmail.com,2018-01-17 00:00:00,Eindhoven,4.86
266,Andrea Edwards,53.0,36283.25,Marketing,ygrimes@collins.com,2019-09-29 00:00:00,The Hague,4.26
308,Jenny Jenkins,24.0,46126.43,Sales,lorihoover[at]gmail.com,2022-10-18 00:00:00,Amsterdam,2.25
919,Bradley Garza,46.0,55397.33,It,hintonalan@barker-dixon.net,2023-08-05 00:00:00,Rotterdam,2.63
529,David Snyder,63.0,58895.84,Hr,melissadorsey@hotmail.com,2019-10-20 00:00:00,Amsterdam,4.62
515,Melissa Hall,51.0,46348.43,Hr,dianarobinson@steele-williams.com,2024-06-19 00:00:00,Utrecht,1.06
111,Erin Martin,61.0,26218.43,Marketing,angela66@gmail.com,2020-10-01 00:00:00,Utrecht,4.46
737,Linda Mcdonald,47.0,58840.45,It,ryan20@allen.info,2018-02-18 00:00:00,Amsterdam,1.14
579,Amanda Barnes,27.0,32821.21,Marketing,daniel11@yahoo.com,2018-08-01 00:00:00,Amsterdam,4.87
535,Taylor Le,21.0,45222.46,It,caseytorres@hill-trevino.com,2022-05-11 00:00:00,Eindhoven,2.48
696,Shannon Hopkins,65.0,50356.8,It,coreyscott@johnson.info,2023-11-10 00:00:00,Eindhoven,1.15
534,Shannon Hudson Dds,35.0,36834.76,Sales,victoria30@yahoo.com,2025-10-15 00:00:00,Amsterdam,4.83
449,Ashley Lopez,37.0,47292.0,Finance,jmiller@hotmail.com,2018-10-15 00:00:00,The Hague,1.26
295,Sarah Moore,23.0,60355.23,Hr,sbarajas@hotmail.com,2021-06-26 00:00:00,Utrecht,2.49
300,Charles Thompson,42.0,64444.43,It,vpierce@dalton.biz,2020-02-05 00:00:00,The Hague,3.35
825,Lori Miles,34.0,48317.46,Sales,jonathanfisher@yahoo.com,2022-12-08 00:00:00,Utrecht,4.85
759,Travis Reed,43.0,42124.63,Hr,fpeters@moreno.com,2025-06-05 00:00:00,Amsterdam,1.62
996,Juan Armstrong,28.0,50783.5,Marketing,cookcharles@yahoo.com,2018-04-12 00:00:00,Amsterdam,2.94
750,Peter Moore,53.0,33900.08,Sales,jeffrey39[at]gmail.com,2025-03-23 00:00:00,The Hague,2.19
665,Stephanie Reeves,59.0,44307.31,Sales,samuel09[at]gmail.com,2017-05-09 00:00:00,The Hague,1.77
571,Brian Wise,52.0,55276.28,Sales,codylopez@hotmail.com,2022-12-19 00:00:00,The Hague,3.91
291,James Knox,35.0,51878.17,Marketing,gavin78@phillips-powell.com,2025-02-04 00:00:00,Rotterdam,1.6
775,Kimberly Duncan,50.0,64327.15,Hr,williamsmary@gmail.com,2023-01-04 00:00:00,Amsterdam,1.59
